following,answers_number,last_answers,description,title
0,"
7
","

Entre os mais perigosos estão as cobras venenosas, os escorpiões, os caçadores carnívoros como leões, lobos,etc. Já os menos perigosos,acredito que os coelhos façam parte deste time.

,

Animal- O pessoal ai falou de várias classes, inclusive formiga, porém é inseto. Missa respondeu corretamente. Animais menos perigosos, ai falta uma pergunta complementar: você quer saber entre os perigosos ou entre aqueles que não são considerados perigosos. Depende.

,

Era uma vez, um boi mexicano que era apaixonado por uma vaca que morava do outro lado da cerca. Certo dia, cansado de esperar pelo amor da vaca, o boi pulou a cerca e resolveu se apresentar. - Oi vaquinha linda, como é o seu nome? Então a vaca mimosamente respondeu: - Meu nome é Florisbela, mas pode me chamar só de bela pois as flores estão no chão do campo. E o seu nome, como é? Então o boi tristemente respondeu: - Meu nome é Sacobelo, mas pode me chamar só de Belo pois meu saco ficou lá na cerca...

,

n sei

,

mais menos ?

,

mais ou menos?

,

A formiga

","
","
Qual o animal mais menos perigoso ?
"
0,"
5
","

vaia no hospital urgente meu deus do ceu

,

Vá para o hospital!!!!!

,

Procure um médico alergista!

,

Tem certeza que foi formiga ? Sei não em, se vc começar a soar e ficar tonto corre pro pronto socorro pq pode ter sido aranha ou escorpião.

,

Nada. Vai passar sozinho. Aguente

","
","
Uma formiga grande da preta mordeu minha mão depois de alguns minutos começou a inchar todo minha mão, oque eu faço ? me ajudem por favor ?
"
0,"
4
","

Voce esta dando a Royal Canin Medium Junior né?

Na embalagem da Royal voce tem que ver a idade e o peso adulto do cão, um Pit Bull quando adulto pesa de 16 a 27 Kg, na ração recomenda 215 ou 243g, pode dar 240g por dia, ai divide em 3 refeições por dia, ou seja 80 gramas por refeição.

A cada mês você vai vendo a quantidade.

,

Olhe atrás do pacote. Lá tem uma tabela que diz a quantidade diária conforme idade e peso. Separe em 3 a 4 porções e ofereça para ele. Boa sorte com o filhote.

Se ele começar a emagrecer, e a quantidade estiver no máximo, leve no veterinário o mais breve possível, pois filhotes são frágeis.

,

F

,

de leite pra ele!!

","
","
Olá tenho um filhote de Pitbull com 8 semanas e 3 kilos gostaria de saber qual a porção diária de Royal canin devo dar a ele ?
"
0,"
4
","

Você é engraçado kkkkkkk

,

Raxei aqui kkkkkkkkkkkkkkkkkk.

Vai arrebitar o cü do pinther.

,

Kkkk

,

sim o estomago vai dissolver,abraço

","
","
Gente meu cachorro engoliu uma semente de ameixa maior q o ** dele, sera q ele consegue *****? Ele é um pinscher o ** dele e pequeno socorro?
"
0,"
4
","

Amigo a melhor raça que te indico agora é um chow chow, além de serem bem dóceis, não latem muito e não dão muito trabalho, passar bem :)

,

american staffordshire eu tinha tranquilo eu mesmo adestrei

,

Labrador com certeza, já tive um...

","
Comprei um apto novo e estou na eminência de comprar um cachorro de raça de pequeno porte mais estou em dúvida. São muito possessivos?Latem muito alto?Precisam de muitos cuidados? Tenho algumas raças em mente como Shi Tzu,Spitz Alemão,Lhasa Apso,Maltês ou Yorkshire Terrier. Eu estou preferindo mais a lulu da pomerânia. O que acham?
","
Qual é a melhor raça de cachorro para apartamento? Estou em dúvida?
"
0,"
9
","

Vá numa Veterinária que dará um jeito aplicará alguma injeção para que isso ocorra. Sorte.

,

Leva ao Médico Veterinário ou ao CCZ

,

Triste isso...

,

Você pode levar no veterinário, lá eles dão a injeção para sacrificar

,

Isso e crime

,

É um cachorro mesmo? Ou quer matar alguém?

,

Leva no lugar onde faz a sacrifício de cachorros

,

oq ele tem ?

,

Se gostasse mesmo ia cuidar e nao sacrificar

","
Tenho um cachorro, esta sofrendo, gosto muito dele, nao quero que ele sofra, quero dacrificalo, e triste mais e preciso.
","
Ola, aonde posso encontrar remédio para matar meu cachorro sem que ele sofra ?
O remédio e vendido livremente?
"
0,"
4
","

CARVÃO ATIVADO, ele é um antídoto para casos de envenenamento, mas depende o tipo de veneno tbm, leva ele no veterinário.

Em qualquer farmácia (humana) tem para vender. São normalmente comprimidos ou cápsulas. Ele serve para absorver o veneno ingerido, mas só faz efeito se for dado logo após a ingestão do venenamento.

,

Dar leite p ele tomar e correr p veterinário

,

O ideal seria levá-lo ao veterinário imediatamente, se vc começar ver alguns sinais como: salivação execissa, tremedeiras, não conseguir ficar em pé, etc. Já são sinais que ele está mal. Alguns remédios também podem ajudar, como dar uma colher de mel para ele. Não vai ser um remédio, mas ajuda ele até você levar ao veterinário. O mel
só vai proteger o estômago. E como disse antes, leve ele logo para uma clínica.

,

DÊ BASTANTE LEITE PARA ELE,

ELE NÃO VAI QUERER TOMAR, VOCÊ PRECISARÁ FAZER ELE ENGOLIR O LEITE A FORÇA.

ENCHA O COPO DE LEITE, ABRA A BOCA DELE, JOGUE O LEITE E FECHE A BOCA DELE.

","
","
Se um cachorro engerir veneno, mas se for muito pouco e estiver fazendo efeito aos pouquinhos, o quê deve ser feito?
"
0,"
6
","

As vezes ele comeu algo estragado , o melhor é VC levar ela no veterinário

,

Veterinário rápidinho. filhotes pode desidratar bem rápido e morrer mais rápido ainda.

,

Médico rapidinho, pode ser muita coisa em filhote...

,

Leve ao veterinário

,

Leve em um veterinário

,

Tadinha dela

","
","
Minha cachorra esta mal sem fome e vomitando verde e esta muito triste ela tem 3 meses?
"
0,"
4
","

Acho que minha vida ta parecendo com a do seu cachorro zZzZzZzZ

,

O MEU É O CONTRARIO,SÓ COME E NÃO DORME

,

B

,

,

","
meu cachorro tem 2 meses e eu comprei ele faz 5 dias, no começo ele comia na vasilha sem problemas e dormia bastante, mas agora ela só bebe água e não come, só dorme o dia inteiro e tenho que dar a ração na mão pra ela oq eu faço
","
O meu cachorro só dorme e nao come?
"
0,"
4
","

Procure não assusta-lo e tente deixa-lo tranquilo.

Alguns filhotes são assim mesmo. Quando ficarem mais velhos, isso passará.

,

Não tentes ser bem sucedido, tenta antes ser um homem de valor. Einstein

O inimigo mais perigoso que você poderá encontrar será sempre você mesmo.

,

É fácil de mais viver em paz, é a gente que complica tudo!

Os jovens estão mais aptos a inventar que a julgar; mais aptos a executar que a aconselhar; mais aptos a tomar a iniciativa que a gerir.

,

Já levou ele no veterinário, para ver se não está sentido alguma dor ou algo que o esteja incomodando internamente?

Olha, aqui tem um material completo sobre cachorros:


http://vivendozen.com.br/recomenda/mundo...


Inclusive dicas de como acalmar o seu cachorro e muita informação. Tem um sac, caso queira perguntar para um especialista de forma mais direta. Boa sorte!

","
Ele tem dois meses e toda vez q eu coloco ele para andar ele sai correndo perto da parede até a sua cama
com o rabinho entre as pernas tenho ele desde q nasceu, diversas vezes fui tentar pegar nele pra fazer carinho e ele acabou fazendo xixi nunca o maltratei ele está sempre sozinho assustado o que eu devo fazer para ajuda -lo ?
","
O que fazer com meu cachorro medroso?
"
0,"
8
","

Eu falava. Morde ele toto

,

Enchia de bicuda e paulada.

,

votaria no cachorro, ah! que saudade das cédulas de papel, levava três dias pra contar os votos, mas poderíamos avacalhar a eleição votando no Macaco Tião

,

kkkkkkkkkkkkkkk

,

Ficaria esperando para ver se ele iria chupar o sangue do meu cachorro ali mesmo ou se ele iria virar um bando de morcegos e levar ele para comer mais tarde.

,

Espancaria esse merdä.


F O R A T E M E R

,

comeria o cú de Temer, e depois colocava o meu cachorro pra comer o cú dele também

,

eu chamaria a policia!

","
","
Oq vc faria se visse o Michel Temer brincando com seu cachorro no quintal da sua casa?
"
"
5
","
11
","

Nem todos, os gays por exemplo não gostam

,

N sei

,

Por que você é submissa e eles só querem te usar você não se ama

,

pervertimento

,

Pq gostam

Eu Prefiro Sexo Anal

Acho meio estranho meter o pa* na boca dos outros

,

Porque é bom colocar alguém pra mamar

é algo satisfatório, sabe

,

Kkkkk tá né

,

Ñ sei

,

Ccsa

","
Olá tive alguns parceiros que na hora de chupar ele, ele pegava o pau e esfregava na minha cara na boca pq os meninos fazem isso?
","
Pq todos os meninos gostam de esfrega o pau na boca da menina?
"
"
1
","
11
","

Seria maus tratos se te trancassem num cativeiro imundo, que nunca mais viria a luz, que não tivesse acesso a higiene básica mas que te dessem comida e água?

,

Sim -'

Se na cadeia o pessoal já tá assim... Água e comida, mas ambiente sujo, fedorento, ''não sai pra passear''...

A pessoa tá tratando o cachorro pior que gente!

,

É sim.O animal tem que
viver livre.O restante não é prioridade deles,o animal só quer ser livre.

,

é sim, principalmente por estar em um ambiente sujo e fedorento

,

É

,

Me diga seu endereço e tira uma foto que te digo se é mal trato ou não.

,

Sim, é confinamento e condição sanitária inadequada.

,

os cachorro sao nosso melhor amigo,porem preferimos o celular,mas devemos.separar um tempinho pra eles,ate porque tiram nosso stress.faço votos que tal pessoas ame mais este cao e ajude -o

,

Sem dúvida!

,

Nossa

","
O cachorro tem agua e comida, mais tem um ambiente sujo e fedorento, nunca tomou uma vascina, vive preso desde q nasceu, nunca tomou um banho, nunca foi levado pra passear
","
Isso é considerado mals tratos?
"
"
3
","
31
","

É uma verdadeira Quenga, com Q maiúsculo.

,

MAIOR VADIA


DEVE TER A BUÇETA TODA ARROMBADA JÁ


DE TANTO PIN,TO QUE REBOLOU EM CIMA

,

Procura outra namorada pq essa ta mais rodada que hand spinner

,

cuidado com DST

,

Isso é um verdadeiro depósito de esperma kkkkk

,

kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk...


''Só se tu amar ela de verdade''

,

Não. tem certeza que você é um único agora?

,

Duvido.

,

Você está namorando ela pra que mesmo?


O namoro é um pré conhecimento para uma relação estável.

Se você já conhece todo o passado dela e fala assim dela, sinal de que é machista e não conseguirá esquecer.


Melhor você deixar ela livre.

,

Termina

","
","
Minha namorada tem 16 e já pegou 37 caras e 15 em uma noite ela é muito rodada queria saber se compensa continuar namorando uma pessoa assim?
"
0,"
12
","

tem vários que andam com as patas cara

,

Qualquer animal tem pata.

,

O ganso

,

as duas coisas

,

Cachorro

,

sua mãe.

,

Eu que não quero pagar o pato.

Mas é o pato

,

É o peixe

,

Cachorro.

Pato tem pé.

,

Cachorro

","
","
O animal que anda com as patas é o pato ou é o cachorro?
"
0,"
5
","

Mosca

,

Ja descobri , é uma mosca belvosia ela tem o tamanho de uma moeda

,

É da família da 'mosca de banheiro'.

,

Pode ser que seja aquele tipo de mosca que se parece com uma abelha.

,

Me parece uma mosca

","
Alguem sabe que bicho é esse? Parece abelha sei la, alguem q sabe fala aí
","
Alguém sabe q inseto é esse?
"
0,"
23
","

Claro,enéas,jailson mendes,tony ramos,

,

Não, amigo. Não existem ursos na natureza brasileira.

,

Que eu saiba só no zoológico de SP. Mas não sei se ainda o urso esta vivo.

,

Ursinho Michel Temer.

,

Não há ursos no Brasil mas é possível vê-los no País apenas em zoológicos

,

Nativo do Brasil não, da próxima pesquise no Google. Boa sorte

,

Existe sim. Nunca foi no zoológico de SP?

,

Sim. Procura ursos pelados no google imagens

,

Sim, o Jaílson Mendes.

","
","
Existe urso no Brasil ?
"
0,"
9
","

Troca a sua droga diária por algo mais forte.

,

Va para marte pegar 2, um pra mim e 1 pra vc

,

Dropa um doce q vc vai ver varios por ai, ainda por cima voando com vc

,

Modifica o DNA de um vira lata

,

Todo mundo sabe que é só ir em Marte, aff como tu é desatualizado, deve morar no Acre...

,

manda fazer um de pelúcia rs

fica lindao hahhaha

eu gosto de ursinho

aproveita e dá de presente pra ex kkk

,

No sabo

,

Deita, fecha os olhos e sonhe com isso

","
","
Como faço p ter um cachorro alienígena de 7 patas com 3 orelhas?
"
0,"
7
","

Sim, gostaria de ter um gato pra chama lo de Garfield =) 😻

,

eu queria ter uma tarantula, mas acho mancada deixar animais em aquarios ou gaiolas

,

Tinha 3 gatas, a Judite que faleceu com 18 anos, a Zoéh que faleceu com 7, e ainda tem a Nina que tem 3, tenho 5 cachorro, a Kika, pitchuca, Leci, thuio e totó, 2 passarinhos, e 13 galinhas, e 2 galos. Tinha mais 2 cadelas que faleceram ano passado, a Sofia e a Nirvana.

,

Eu queria ter uns 10 gatos :v pena que não posso >(

,

Gatos, tenho 3.


Belial, Azazel e Lilith.



É o veneno da lata!

,

Eu tive uma jabuti. Precisei levar ela pro zoo pq é animal silvestre o Ibama proibe a criação em casa. Seu nome era Catarine.


https://www.lescalaire.ch/cmsFiles/ImgNe...


","
","
Vc que não tem animal de estimação:Gostaria de ter um?Qual animal seria?Diz o nome que vc escolheria prá ele?
"
0,"
6
","

Portanto que não tenha maconha ou outras drogas inseridas.

,

Tem cantina pra que??????????????????????????

,

Sim

,

Pode distribuir balas na sala pra todo mundo também.

Tipo bala de 38.


É o veneno da lata!

,

Pode ss pq meus amigos venderam as balas e os professores viram e não fizeram nd mas nn sei na sua sala e meus amigos ganharam um monte de dinheiro e lucraram

,

curdos

","
","
POSSO VENDER BALAS NA SALA DE AULA?
"
0,"
10
","

animal humano

,

Os racionais.

,

Se for mulher pode tranzar com o usuário CAVALO, um animal pirokudo e racional.

,

Olá


Cachorro- mais tome cuidado, pode ter risco de ficar preso em você.


Cavalo- pode dar várias doenças, mais a decisão é sua.


Boa tarde

,

jumento

,

Só com o homem

,

Égua mangalarga

,

🤔🤔😕
😒🖕🖕

,

Animais da espécie homo sapiens

,

.

","
","
Quais os animais que eu posso ter relações sexuais ?
"
0,"
5
","

Somente por mail e com pessoas que 'existam'.

,

Fdg

,

Etorfina?

,

porrete kkkk

,

Bbbb

","
","
Só pra saber, qual o nome do tranquilizante para animais que faz o animal desmaiar?
"
0,"
4
","

nao sei mate ela so pra garantir!

,

.

,

É PERIGOSA MENINA SAIA DAI MEU DEUS DO CEU VOCÊ NÃO SABE O PERIGO MINHA NOSSA SENHORA DE APARECIDA SAIA CORRENDO DAÍ MENINA!!!!! FUJA!!!! VÁ PARA AS COLINAS

,

SIM

","
abri a porta do quarto e vi uma aranha ( PEQUENA TAMANO DE UMA MOEDA DE 5 CENTAVOS POR AÍ ) cor preta e tinha as patinhas pequenas também, ela é
perigosa?
","
é uma aranha venenosa?
"
0,"
6
","

Ora ora ora, so vim pegar 2 pontos e sair fora

,

Abelhas, haha

,

Nenhum dos dois

,

buuceta

,

eu prefiro exercer o papel de figurante numa guerra do que o papel pricipal numa cela

","
","
Você preferiria ficar preso (a) numa sala cheia escorpiões ou abelhas?
"
0,"
12
","

Acho que é um mini besouro,um filhote de cigarra ou um tatu de jardim.

,

Pedro, carrapato não voa. pode ser uma joaninha.

,

barata

,

Ganhinh

,

Carrapato.

,

Deve ser um piolho voador

,

Vou lá saber vc q tem jogar o olho em cima ate ver direito

,

Pika de illi

,

Safiema ou curtia

,

Não sei

","
Gente eu tava sentada em casa acabei de arrumar a casa joguei água, esfreguei e tudo e vi um bicho preto parecido com uma bola MINÚSCULO no sofá aí quando eu fui matar ele voou mas assim ele é MUITO pequeno PRETO DEMAIS parece uma BOLINHA, pulga não é pq procurei no google e não se parece. O que pode ser? Agradeço demais a resposta.
","
Gente que bicho é esse?
"
0,"
7
","

Gente... Aranha não é um inseto, e sim um aracnídeo. Aracnídeos são artrópodes e dentre esse grupo estão carrapatos, aranhas, escorpiões dentre outros.

,

Não tenho medo de insetos, mas respeito alguns.

,

Barata,aranha, escorpião,sapo,lacraia(pavor),largatas,c... e o resto esqueci.

Eu tenho medo de esperança.. sim aquelas verdinhas;-;

,

Besouros e aranhas caranguejeiras D:

mas pra falar a verdade, acho que tenho medo de quase todos os insetos kkk

,

Não tenho medo de nada. Porém fico meio receoso com centopeias... :3

,

Eu não gosto dos bichos que dão ferroadas, como marimbondos e abelhas.

,

Pelo jeito, você tem muito medo de picadura de inseto. E deve gostar muito da do seu namorado.

","
Eu tenho medo de varios insetos mas tem 5 que eu tenho pavor
","
Quais são os insetos que vocês tem medo?
"
0,"
7
","

kkkkkkkkkkkkkkkkkkkkkkkkkkk

,

Deus é amor o contrário de odiar.

Quem ama é de Deus quem não
ama não conhece a Deus. Quando falo em amor é o verdadeiro e não aquele que muitos dizem ter, mas que na verdade e só da boca pra fora na hora de estender as mãos para ajudar os que precisam não o fazem.

,

Se realmente quer seguir a Bíblia, leia os evangelhos e siga Jesus que amou a todos

,

Andréa , mas isso é no novo testamento!

,

Ainda bem que Jesus veio para mudar essa lei do talião. ""Amai seu inimigo""

,

Q?

","
","
Na bíblia diz para odiar o que é mais, correto?
Então não é errado odiar: nerds, nordestinos, via dos etc?
"
0,"
10
","

Pra mim é pior que perder um parente :3

,

Posso dizer em relação ao cão que dura uns 15 em média e depois que ele se vai é bem difícil a perda. Infelizmente duram pouco.😐

,

Desgastante.

,

Eu já tive cachorros, mas nunca foram daqueles de ter carinho, de deixar dentro de casa e tals. Tinha uma aqui em casa, que a gente deixava ela o tempo todo amarrada, nem a noite a gente soltava. Sabe o que aconteceu? Depois de 14 anos ela morreu. Hoje lembro dela e sinto saudades demais. Mas não é aquela saudade de um parente que partiu. Porém tem gente que perder o cachorro é pior que perder um parente, porque ele se tornou muito especial.

,

É perder parte de mim.

,

al de estimação? Gov't is killing you at night with high frequency electricity. Theotokos Virgin Mary gave prayers to ""Schema-nun Antonia"" on how to save aborted babies from hell. If you pray these prayers diligently, aborted babies are released from hell. On each painted nail there are 40 demons. Smoking is censer to the devil. Using foul language calls upon Pagan deities (aka demons); Holy Spirit departs on 7 meters. People who use drugs see demons who cleverly disguise themselves as ghosts and aliens. America will be last country to switch to Euro (antichrist's world currency). Contraceptives = abortion; using contraceptives for 1 year = 5 aborted kids. Miscarriages happen because of high heels; cesarean because of tight pants (second generation cesarean will be infertile). Unbaptized aborted/miscarried/unborn babies burn in hell for 33 and a half years; if pregnant, keep the kid and deliver at home because kids are chipped using IVs and vaccines in hospitals. Dentists and doctors chip patients secretly. Ultrasound leads to mark of the beast; don't do ultrasound, please. Abortion leads to breast cancer; a demon is released from hell for each aborted kid. Dogs can become possessed; don't keep dogs inside you home [Pelageya of Ryazan]. Walmart has technology to administer mark of the beast to those who have cat bacteria in their stomachs; stay away from cats [Afanasiy Sidyachiy]. Next false flag is the Statue of Liberty. Above earth there is ice (hemisphere); when rockets go up they bring ice down from upper sky to lower sky; ice stuck in lower sky will fall on us during Apocalypse. Earth is flat; earth stands on 3 pillars (the Most Holy Trinity); pillars stand on water at zero Kelvin; underneath this ice there is a bubble; and then the abyss. Zodiac is planetary prison of demons; don't believe in horoscopes or you'll exhibit the traits of the trapped demons. Most thoughts and dreams are from demons; demons never do good. Sleep fully clothed; pray the Jesus prayer. Pray to your guardian angel to have normal sleep. Vyacheslav Krasheninnikov was the last prophet before Apostle John (who wrote the Book of Revelation), Enoch, Elijah, resurrected Seraphim of Sarov, and resurrected Sergius of Radonezh will preach against the antichrist. Humans were created about 7525 years ago. Birds participate in time creation. It's a sin to kill birds. Dinosaurs live under our level; they will get out through sinkholes and lakes; to kill them, go for their nerves. Save the birds; but kill the dinosaurs. First dinosaur will come out of Volga River in Russia. Scientists don't see dinosaurs under our level because of radiation. Sinkholes happen because people dig for resources underground and because earth is heating up. Demons grow human skin (from a sample taken during abduction) and put it on so as to look like us. Demons will invite people to be healed inside their UFOs; those who go will be like zombies after. Gov't provides demons with diamonds and allows demons to abduct people. If you're being abducted, slowly pray the Jesus prayer. Don't panic. Demons use diamonds and souls to power their UFO craft. The bigger the diamond, the more it lasts. Demons have 4 UFO bases: 1)moon 2)inside fake mountain Kailash in Tibet 3)in lake Baikal in Russia 4)in Atlantis which is underneath the Mariana Trench in Pacific Ocean. There are no aliens. Nobody lives on other planets. Airplanes that go down are hit by demons because they need the airspace to fight Jesus. Antichrist is pale with red eyes. He's possessed by Satan since he's 12 years old [Lavrentiy Chernigovskiy]. He flies super fast; deceived people will say: ""Christ is here; Christ is there"" when he's flying from one city to the next very fast. He wears gloves to hide long nails. He's surrounded by demons who appear as angels of light. Antichrist will trick people that he can do mountain moving and resurrection using holograms; fire from the sky is real because of pollution gases in the atmosphere. Antichrist will have food only for 6 months; then he will feed his 666ed people flour from mashed up turtles (Tavrion Batozskiy), but this won't be enough because 666ed people are 10 times as angry and 7 times as hungry as normal people even though 666ed people became shorter (3-4 feet tall = 80 - 120 cm) because nanochips do function of organs (organs diminish) [Nilus Myrrhgusher]. If you have a lot of nanochips in your forearm, then you will not be able to make proper Orthodox sign of the cross (last mercy for you will be to cut your forearm off). Nanochips are sprayed by the gov't using chemtrails; they're also in gov't food and medicine; so, eat food from your own garden. In case garden is destroyed by ice from the sky, have chickens for eggs and goats for milk (Paisios). Lipstick contains cells of aborted fetuses, dog fat, and placenta; human flesh is in McDonalds, Pepsi, toothpaste, antiaging, anticancer, vaccines, perfume, etc.; that's why you should not be using anything that modern society has to offer. You're better off hiding within a 10-12 people group in order to escape Apocalypse. During Apocalypse, Chrtistians will eat dirt from under pussywillowtree as it's filled with tears of Theotokos Virgin Mary; this water will flee if a 666ed person tries to get it. Barcode is Druid black magic curse; QRcode is Mayan curse; when food is scanned, it becomes dead because laser is a substance from demons. Don't go into a UFO to be healed by demons. Green 666 is given by isotope rays on wrist or forehead when people stretch hands to receive small plastic grey card with no name on it (World Passport). It doesn't just have to be during this procedure (could be anything you sign up for or anywhere where there is a secret scanner); biometrics (fingerprints, eyes scan) or getting picture for passport are very dangerous because they could mark you secretly. Gabriel Urgebadze said that they do it on index finger when they scan your finger. Basically, try to avoid new documents at all cost. Police will microchip and isotope ray people on highways. Chipped people will be influenced by computers to take grey plastic card; but when they do, green mark by isotope rays is given on forehead/wrist. Food stores will isotope ray people too. Antichrist will also release prisoners to mark people. Reject 666 at all cost because it leads to permanent hell. If you're about to be marked, pray the Jesus prayer. Hide with Orthodox Christians to escape 666; leave all electronics behind so that antichrist's minions can't track you; burn documents because they're from Satan. The Most Holy Trinity gives you a name during baptism; devil gives an antiname during antibaptism (ex. Social Security Number). People who die with these Satanic documents go to concentration camp in hell to await Final Judgement; once the BEAST Computer is burned down, souls will be released for Final Judgement. That's why you should give back documents of your deceased relatives back to the gov't so that the gov't cancels these digital antichristian names given during antibaptism by the beast system; or just burn these documents because gov't could get upset and could send demons to mark you because of this outright act of defiance. Prophecy from half a millenium ago describes Final Judgement like this: Jesus was very upset with people who had little boards (plastic cards) in their hands because they wanted discount from the antichrist. Give to charity in the name of Archangel Michael; he rescues people from temporary hell twice a year [at midnight between September 18 and September 19 and similarly on November 20-21; pray at these times on your knees remembering the deceased by names (adding ""and relatives by flesh up to Adam"") so that they are rescued if they're in hell] (or brings them up a level, that is, to a level with less punishment; eventually, people are freed). Feed the pigeons; when pigeons bow down, people are saved from temporary hell. It's a big sin to remember the dead with wreaths (because demons put these wreaths on their necks if they're in hell with their hands tied up behind their back while hanging by their hands), meat, alcohol, sweets, and worldly music. Demons print icons on saints in newspapers so that you throw these newspapers in the trash blaspheming these saints. Crosses on soles of shoes and back of pants are blasphemy. Demons make carpets with crosses and put them on sidewalks so that people walk on crosses. Playing cards mock how Jesus suffered on the cross: clubs (cross on which Jesus was crucified), diamonds (four nails Jesus was crucified with), hearts (sponge with vinegar that Jesus was given to drink), spades (spear with which Jesus was pierced). Cremation is devil worship; only blasphemers such as Lenin should be burned; if Lenin is buried, earth will be polluted, and China will attack Russia because of this. After China attacks Russia, Ruski Orthodox Tsar (shown by resurrected Seraphim of Sarov) will come to power in Russia; this Tsar will slay traitors inside church and gov't; as a result, Russia will be the only country not under the antichrist. Ecumenism has 263 heresies; each heresy leads to hell. In 2006 in Moscow (that's why Moscow will sink), representatives from most religions signed a document where it says that all religions worship the same Supreme Being [aka the devil]. Priests who participate in ecumenism will have Pagans walking on their heads in hell. Arkhimandrite Antonin Kapustin left a prophecy that John the Baptist's living space will become a church and it will be blessed by forerunner of antichrist; Patriarch Kirill of Russia blessed this church. When priests pray for current gov't (instead of praying for future Tsar), Jesus gets up from His throne and turns His back to them. Forgive me.

,

É muito triste , quando vc já está acostumado com ele vc sente muita a falta dele e fica
com saudades pensando nele .Quando eles se perdem vc fica pensando se ele está bem se vai voltar a vê-lo e quando ele morre vc não consegue acreditar que ele morreu.

,

Muito triste,é como perder um membro da família. Chorei muito quando minha cachorra morreu.

,

É horrível , e como perder alguém que vc considere muito , q vc goste muito!!

,

É bem triste :(

","
","
Como é perder um animal de estimação?
"
0,"
4
","

Vc e uma pequena parcela da população, pequena mesmo.

,

.

,

Sim, só você.

Eu morro de pena do porco gritando e morrendo, mas aí quando vem aquela costeleta, aquele bacon, nem lembro mais disso.

","
","
Só eu que nao como carne de dó dos animais q são torturados nos abates?
"
0,"
5
","

Tenho um porco da Índia chamado Coragem e uma porquinha chamada Filó

Rsrsrsrs

,

Onde tem oração tem vitória

Quando a noite esconde a luz Deus acende as estrelas

,

Se o mundo tentar me derrubar, a minha fé em Deus me fará voar.

Se o mundo tentar me derrubar, a minha fé em Deus me fará voar.

,

Eu tenho uma gata SRD (sem raça definida) e o nome dela é Tutinha Von Struggar II, hehehehe...

,

Minha duas cachorrinhas: Bolinha e Pequena

","
","
Qual seu animal de estimação e o nome dele ? Tenho um bode preto num sitio o nome dele é Kornélius?
"
0,"
4
","

Os seguintes comportamentos não são considerados respeitosos pela comunidade do Respostas.


Expressar suas frustrações, vociferar ou usar discurso de ódio.

Bater-papo ou infringir o formato de pergunta e resposta.

Agir de forma obscena ao publicar conteúdo adulto, linguagem explícita ou ameaças de assédio.

,

deve ta com comida engasgada na garganta vc ta dando papinha própria pra passaro?

,

.

,

.

","
","
Gente me ajuda pfv minha mae ta com um filhote de sanhaço azul e ele parece estar meio engasgado ele fica abrindo o bico e fica tipo tosindo?
"
0,"
6
","

Os seguintes comportamentos não são considerados respeitosos pela comunidade do Respostas.


Expressar suas frustrações, vociferar ou usar discurso de ódio.

Bater-papo ou infringir o formato de pergunta e resposta.

Agir de forma obscena ao publicar conteúdo adulto, linguagem explícita ou ameaças de assédio.

,

Vão dormir

,

Pq eles estão no ninho deles.

,

Eles não desaparecem, é porquê de noite não tem luz do sol, só as estrelas que estão bem longe, mas eles existem, só que você não vê.


Ou então deve ser porquê a noite tampa o céu, e aí não dá pra ver os passarinhos voando.

,

pq eles tao f.u.d.e.n.d.o de noite e de dia eeles vao caçar comida

,

Porque eles estao no quarto da sua mae pegando xuta dela

Que pergunta de merd hein

","
","
Por que os pássaros desaparecem a noite?
"
0,"
9
","

Acho que tanto o ovo quanto a galinha nasceram no mesmo instante.

,

Tecnicamente o ovo... peixes já botavam ovos antes de existir galinhas

,

A galinha se fosse o ovo não teria jeito de chocar ele

,

o ovo, a galinha nasceu de outras especies de animais. um outro animal deve ter botado um ovo que se parece com a galinha e assim por diante

,

kkkkkkkkkkkkkkkkk

,

https://www.youtube.com/watch?v=Ij0e9v2aq6w

,

O ovo.

,

Creio que os dois nasceram juntos . É uma ciência divina.

","
","
Quem nasceu primeiro o ovo ou a galinha?
"
"
2
","
20
","

Decidi não ter filhor biológicos

D nada ,mundo

,

Propago a unica verdade universal, o Ateísmo, por todo o mundo utilizando essa ferramenta maravilhosa que é o Yahoo! Respostas... brincadeira... Eu preservo a natureza, ajudo quem tem dificuldade e tenho 2 canais no YouTube, meu objetivo com eles é levar a alegria pras pessoas que assistem... afinal rir é o melhor remédio... e o mais importante... dou ração pros meus cachorros todo dia :3

,

O bem que eu faço me faz a diferença, isso é comigo mesmo. E a humanidade pouco percebe o bem que eu faço ou procuro fazer, só que não devemos acompanhar a correnteza daqueles que nunca moveram uma palha pra minorar o sofrimento dos outros. É como um graveto que se quebra facilmente, mas se tiver um feixe desse graveto vai ser um pouco difícil de se quebrar.

,

evito fazer o mal para as pessoas.

se todos fizessem isso, tudo seria bem melhor em todos os sentidos.

,

Simplesmente,
nada.

,

Nada, quero q todos morram

,

é como vc perguntar o que vc ja fez para enxugar gelo a carne se sabota

,

Simplesmente de 1 a 2 banhos por dia - geralmente tomo 1, já que a água do mundo não é infinita, devemos economizar.

,

Não podemos estar nos gloriando por nossos feitos, pois nossas boas obras devem estar escondidas em Cristo.

","
","
O que você faz ou já fez para o bem da humanidade?
"
